,SeniorCitizen,Partner,Dependents,tenure,OnlineSecurity,TechSupport,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges
6147,1,1,0,39,1,0,1,0,2,99.1
5608,0,1,1,13,1,1,1,0,1,54.15
5930,0,0,0,72,1,1,2,1,1,84.7
1325,1,0,0,1,0,0,0,1,2,69.25
1476,0,0,0,2,0,0,0,0,2,20.25
760,0,0,0,1,0,0,0,0,2,20.8
4325,0,0,0,1,0,0,0,0,0,20.75
1425,0,1,0,12,0,1,0,1,2,74.15
6445,0,0,0,4,1,0,0,0,2,90.65
5761,0,1,1,48,1,1,2,0,2,39.4
5381,0,1,0,32,0,0,0,1,2,78.9
5739,1,1,0,67,0,1,2,0,1,102.9
3505,0,0,0,9,0,0,0,1,2,24.95
1228,0,1,0,49,1,0,0,1,2,100.85
4852,1,0,0,69,0,0,2,0,0,20.3
1966,1,0,0,24,0,0,0,0,0,54.8
89,0,1,0,29,0,0,0,0,2,33.75
3722,0,0,1,23,1,1,1,0,1,40.65
2688,0,1,0,5,0,0,0,1,2,78.75
1159,1,1,0,3,0,0,0,1,2,80.4
1053,0,0,0,5,0,0,0,0,2,39.5
2946,0,1,1,51,0,1,0,1,2,80.75
6624,0,1,1,64,1,1,2,1,1,60.05
5383,0,0,0,36,0,0,0,1,2,84.75
3021,0,0,0,5,0,0,0,0,2,19.95
4008,0,1,1,51,0,1,1,1,2,56.15
378,0,0,0,61,1,1,2,0,2,89.65
5420,0,1,0,70,1,1,2,0,0,114.3
4672,0,0,1,13,0,0,0,0,2,44.0
4114,0,1,1,51,0,0,2,0,2,19.95
2040,0,1,0,71,1,1,2,0,1,90.55
2600,0,0,0,1,0,0,0,0,2,70.1
4249,0,1,1,10,0,0,1,1,2,65.9
1871,0,1,1,51,1,0,0,1,2,93.8
3426,0,0,0,1,0,0,0,1,2,69.8
4150,1,1,0,7,0,0,0,1,2,89.0
969,0,0,0,2,0,0,0,1,2,96.0
2428,0,0,1,38,0,0,0,1,1,99.25
804,0,0,0,6,0,0,0,1,2,85.35
3333,0,0,1,12,0,0,2,0,1,19.35
5884,1,1,0,46,0,1,1,1,1,59.9
1527,0,1,1,72,0,0,2,0,1,21.0
3058,0,0,1,17,0,0,1,1,2,55.85
1543,0,1,0,5,0,0,0,0,2,69.95
2306,0,0,0,3,0,0,0,1,2,69.85
3553,0,0,0,62,0,0,2,0,1,23.4
5501,0,0,0,17,0,0,0,0,0,25.1
2151,0,0,0,68,0,0,2,1,1,24.15
3513,0,1,1,11,0,0,0,0,1,20.95
2075,1,0,0,56,0,0,0,1,2,101.05
3082,0,0,0,51,1,1,1,0,0,59.9
3356,0,1,1,4,0,0,0,0,2,50.85
929,0,1,1,30,0,0,1,0,2,86.45
2586,0,1,1,44,0,0,0,0,2,19.6
550,0,1,1,72,1,0,2,1,1,110.3
3408,0,0,0,4,0,0,0,0,0,50.7
5313,0,1,0,56,0,0,0,0,2,89.7
3883,0,0,0,12,1,0,0,1,2,79.8
3428,1,1,0,51,1,0,0,1,1,93.8
1560,0,0,1,39,1,1,1,0,1,45.05
2321,1,0,0,65,0,0,0,1,1,95.45
161,0,1,0,20,1,0,0,0,2,82.4
4699,0,1,0,49,1,1,2,0,0,106.65
6183,0,1,1,44,0,1,1,1,2,54.3
923,0,1,0,63,1,0,1,1,0,79.7
4490,1,1,0,54,1,1,1,1,1,115.6
5462,0,1,0,64,0,1,1,1,2,70.15
4760,0,1,1,66,1,1,1,1,2,75.1
2063,0,1,1,51,1,1,1,1,1,76.4
368,0,1,0,71,0,0,1,1,0,98.65
5038,0,0,0,10,0,0,1,1,2,19.3
1813,0,0,0,1,0,1,0,1,2,75.5
2249,0,0,0,11,0,1,0,0,2,70.5
1990,1,0,0,16,0,0,0,1,2,84.75
2254,1,1,0,72,1,1,2,1,1,93.05
462,0,1,1,4,0,0,0,0,2,101.15
980,0,0,0,20,0,0,0,1,1,19.5
473,0,1,0,24,1,1,0,0,2,53.6
5802,0,0,0,42,0,0,0,1,2,49.55
4884,0,1,1,41,0,0,0,1,1,94.9
2368,0,1,0,72,1,1,2,1,0,117.15
4903,0,0,0,5,0,0,0,1,2,90.8
2020,0,1,0,52,1,0,1,1,2,75.4
5804,0,1,1,71,0,0,2,0,0,23.9
4984,0,0,0,42,1,0,0,0,1,59.65
2643,0,0,0,33,0,0,0,1,2,83.35
1409,0,1,1,43,0,0,0,1,1,92.55
310,0,0,0,1,0,0,0,1,1,19.25
4564,0,0,0,1,0,0,0,0,2,20.0
4867,0,1,0,34,0,0,0,0,2,100.85
5624,1,1,0,62,0,0,0,1,1,89.8
6038,0,1,1,70,1,1,2,1,1,114.2
4019,0,0,0,14,0,0,0,1,2,100.55
3319,0,0,0,2,1,0,0,1,2,70.75
5782,1,0,0,1,0,0,0,1,2,69.65
594,0,0,0,1,0,0,0,0,2,45.6
5749,1,0,0,59,0,0,1,1,2,99.5
3429,0,1,1,53,0,0,1,0,1,19.55
4835,0,1,0,65,1,0,0,1,2,104.25
2320,0,1,1,63,1,1,2,1,0,89.4
770,0,0,0,11,0,0,0,1,0,20.45
3892,0,0,0,17,0,0,0,0,0,19.7
2282,1,1,1,66,0,0,0,1,0,99.5
3138,0,0,0,1,0,0,0,1,2,45.3
4748,0,0,0,22,0,0,1,0,0,20.3
604,0,0,0,32,1,1,1,1,1,109.55
4594,0,1,1,21,0,1,0,1,2,102.8
6327,0,0,0,28,0,1,1,1,1,91.25
1650,0,0,0,1,0,0,0,0,2,85.8
455,0,0,0,24,0,0,0,1,2,104.15
2582,0,0,1,12,0,0,0,1,2,105.3
3826,0,1,1,0,0,0,2,0,2,25.35
3802,0,0,0,1,0,0,0,0,2,20.0
5161,0,0,1,23,0,1,0,0,2,54.15
2324,1,1,0,15,0,1,0,1,2,83.05
6463,0,1,0,59,1,1,1,1,2,69.1
7038,0,1,1,24,1,1,1,1,2,84.8
1199,0,1,0,17,1,0,0,0,2,78.9
4658,0,0,0,8,0,0,0,0,2,44.45
3242,0,0,1,5,0,0,2,0,2,20.45
5267,1,1,0,9,0,0,1,0,0,19.85
793,0,0,1,34,1,1,2,0,0,67.65
3436,0,0,0,25,0,0,1,1,1,19.5
4315,0,0,0,1,0,0,0,0,2,79.55
4624,0,0,0,8,0,0,0,1,2,94.7
2858,0,1,0,10,0,0,0,1,2,20.55
2385,0,0,1,3,0,0,0,0,2,29.65
3392,0,1,1,58,0,0,1,1,2,44.1
5396,0,0,1,35,0,0,1,1,0,20.1
1061,1,1,0,72,1,0,2,1,2,112.4
2563,1,0,0,25,0,0,0,0,2,105.95
3265,0,1,1,29,0,0,0,1,2,70.75
4869,0,0,0,16,0,0,0,1,2,80.55
4388,0,0,0,17,0,0,2,0,2,19.4
4397,0,1,0,72,1,1,2,1,1,103.95
1418,0,1,1,67,0,0,0,1,1,89.55
1488,0,0,0,1,1,0,0,0,2,51.25
3640,1,1,0,29,0,0,0,1,2,95.9
502,0,1,1,70,1,0,1,0,1,65.2
212,0,0,1,61,0,0,2,0,2,19.75
6010,0,1,1,24,0,0,2,0,2,24.2
4569,0,0,0,22,1,0,0,1,0,48.8
5324,0,0,0,24,0,1,1,0,1,54.6
1473,0,0,0,24,0,0,0,1,2,98.75
5902,0,1,0,9,0,0,0,0,2,50.85
447,0,1,1,52,0,0,2,1,1,25.05
6400,0,0,0,72,1,0,2,0,1,59.75
5464,0,0,0,25,0,0,2,1,2,20.75
2374,0,0,0,2,0,0,0,0,2,19.4
834,1,0,0,4,0,0,0,1,2,78.85
1023,1,1,0,45,0,0,0,1,2,86.1
4007,0,1,0,55,0,0,2,0,1,25.7
571,1,0,0,47,0,1,2,0,1,59.6
576,0,1,1,31,1,0,1,0,1,98.05
3272,0,0,0,1,1,0,0,1,2,81.7
2855,0,1,1,42,0,0,2,0,2,19.35
6161,0,0,0,7,1,0,0,0,2,74.35
1896,0,0,0,38,1,1,0,0,2,69.95
650,0,0,0,3,0,0,0,1,1,69.55
4083,1,1,0,68,0,0,0,1,2,100.2
1737,0,1,0,7,0,0,0,1,2,44.25
3916,0,1,1,2,0,0,0,0,2,69.95
3100,0,1,0,55,0,0,0,1,0,94.45
8,0,1,0,28,0,1,0,1,2,104.8
2534,0,1,0,69,1,1,1,1,0,107.2
1047,0,0,0,3,0,1,0,1,2,50.25
5174,0,0,0,7,0,0,0,1,2,80.3
153,0,1,1,62,1,1,2,0,2,86.1
367,0,0,0,1,0,0,0,0,2,19.15
43,0,0,0,63,1,1,2,1,0,79.85
2935,0,1,0,71,1,1,2,1,1,86.1
5621,0,1,0,3,0,0,0,1,0,74.75
6230,0,1,1,1,0,0,0,0,2,20.05
3398,0,1,1,61,1,0,1,1,0,100.7
2547,0,0,0,52,1,1,2,0,2,39.1
2980,0,0,0,72,0,0,2,0,0,25.45
4622,0,0,0,52,0,0,0,1,0,83.8
2745,1,1,0,1,0,0,0,1,2,86.05
2382,0,0,0,29,1,1,1,0,0,39.5
4844,0,0,1,37,0,0,1,0,1,20.3
6765,0,1,1,69,0,0,2,1,1,25.6
1389,1,1,0,34,0,0,0,1,2,94.25
4526,0,0,0,13,1,0,0,1,0,73.75
7029,1,0,0,6,0,0,0,1,2,44.4
6997,0,1,0,27,0,0,0,1,2,76.1
1355,0,0,0,9,0,0,0,1,2,19.5
2325,0,1,1,4,0,0,0,1,2,19.95
3576,0,1,1,72,0,0,1,1,1,23.3
1528,0,0,0,19,0,0,0,1,2,56.2
6291,0,0,0,59,1,1,1,0,0,79.85
1261,0,1,0,2,1,1,0,1,2,80.15
827,0,1,1,14,0,0,0,0,2,25.55
6763,1,1,1,71,0,1,1,1,1,72.9
3823,0,1,0,72,1,1,2,0,1,78.85
683,1,0,0,40,0,1,1,1,0,103.75
5506,0,0,0,1,0,0,0,0,2,20.2
2535,1,1,0,70,1,1,2,1,1,92.2
6252,0,1,1,50,1,0,0,1,0,39.45
217,0,1,0,66,1,1,2,1,1,56.6
13,0,0,0,49,0,0,0,1,1,103.7
1135,1,1,0,72,1,1,2,1,1,114.65
6890,0,0,0,53,0,0,1,1,2,61.1
1519,0,0,0,2,1,0,0,1,2,42.6
5655,0,0,0,65,0,0,2,1,1,25.1
786,0,1,1,72,1,0,2,0,1,55.3
2297,0,1,0,54,0,1,1,0,2,110.35
737,0,1,0,70,1,1,2,0,0,101.0
2826,0,1,0,13,0,0,1,0,2,43.8
6368,1,0,0,2,0,0,0,1,2,94.0
5162,0,0,1,8,0,0,0,0,1,19.45
1323,0,1,0,71,0,0,2,1,1,24.65
6442,0,1,1,67,0,0,1,0,0,50.55
3520,0,1,0,16,0,0,0,0,2,19.6
964,0,0,0,1,0,0,0,1,2,45.7
346,0,0,0,2,0,0,0,1,2,90.4
124,0,1,1,4,0,0,0,0,2,20.85
86,0,1,0,35,1,0,1,1,1,62.15
460,0,0,1,6,0,0,0,0,2,19.65
886,1,0,0,7,0,0,0,1,2,84.35
3571,0,0,0,35,0,0,0,1,2,62.1
958,0,0,0,25,1,1,0,0,1,81.75
323,0,1,1,9,1,0,1,0,2,48.6
58,0,1,1,34,0,0,2,0,0,24.95
2045,0,0,0,69,0,1,2,1,1,110.5
5188,1,1,0,30,0,1,0,1,2,101.5
6932,0,0,0,10,0,0,0,1,1,56.75
4750,0,0,0,9,1,0,1,0,2,39.55
4443,0,0,0,1,0,0,0,0,2,44.75
1861,0,0,0,1,0,0,0,0,2,45.95
6034,0,0,0,7,0,0,1,0,2,20.25
4591,0,0,0,10,0,0,0,1,2,21.2
5813,0,1,1,48,1,1,2,0,0,111.8
4337,1,0,0,71,0,0,0,1,0,99.65
506,0,0,1,11,0,0,0,1,2,78.0
6475,0,0,1,19,1,1,0,1,2,75.9
6425,0,1,1,52,1,0,1,0,1,44.25
3290,0,0,0,4,1,0,0,0,2,35.0
179,0,1,0,61,0,0,1,1,0,20.55
4470,0,0,0,7,0,0,0,1,1,44.65
525,0,0,0,52,1,0,1,0,2,91.25
3107,0,1,0,72,1,1,2,1,1,113.65
1280,1,1,0,72,1,1,2,1,1,114.85
5598,0,1,1,55,0,0,1,0,0,19.15
6864,1,0,0,3,0,0,0,0,2,25.3
4636,0,1,1,44,0,0,1,0,1,20.0
3456,0,0,0,67,1,1,2,1,2,85.25
1086,1,0,0,11,0,0,0,0,1,89.7
6269,0,0,0,35,0,1,0,1,2,33.45
6378,0,1,1,13,1,0,0,0,2,84.05
309,0,0,1,48,1,0,1,1,0,78.75
6541,0,0,1,19,0,0,2,0,2,20.5
411,0,1,0,46,0,0,1,1,1,24.45
1692,0,1,1,39,0,0,1,1,0,25.25
6899,0,0,0,1,0,0,0,1,1,45.1
5711,1,1,0,20,0,0,0,0,2,90.8
4033,0,1,1,67,1,1,1,0,2,60.05
1238,1,0,0,16,0,0,0,1,2,96.15
374,0,0,0,37,0,0,0,1,0,96.1
4390,0,1,1,22,1,1,0,1,2,57.95
3172,0,0,1,25,0,0,0,1,2,95.9
1657,0,0,0,35,0,0,0,1,2,25.6
1904,0,0,0,56,0,1,0,1,2,94.45
2613,0,0,0,1,0,0,0,1,2,80.2
3133,0,1,0,70,0,1,1,1,1,51.05
6046,0,0,0,9,0,0,0,1,0,85.3
6320,0,1,1,30,0,1,1,1,2,64.5
5202,0,1,1,59,1,1,2,1,2,111.1
3451,1,1,0,65,0,0,1,1,1,70.95
4211,1,0,0,24,0,0,0,1,0,102.95
972,0,0,0,58,0,1,2,0,1,70.1
4823,0,0,0,1,1,1,0,1,2,53.95
5548,0,1,0,70,0,0,2,0,1,24.25
6496,1,1,0,40,1,0,0,0,2,101.85
4391,0,0,0,9,0,1,0,1,1,59.5
2449,0,1,1,11,0,0,0,1,1,59.65
5887,0,0,1,17,1,0,0,1,2,50.3
1139,1,1,0,14,0,0,1,0,2,19.65
2330,0,1,1,28,0,0,0,0,2,64.4
5925,0,0,0,20,0,1,1,1,2,68.7
3073,0,0,0,52,1,0,2,1,1,58.75
69,0,0,0,10,1,0,0,1,2,79.85
4930,0,0,0,1,0,0,0,1,0,44.55
5763,0,0,0,3,0,0,0,1,2,70.25
4481,0,1,0,42,1,0,0,1,1,40.15
512,1,1,0,5,0,0,0,1,2,74.35
1365,0,1,0,59,0,0,0,1,1,41.05
692,0,0,1,47,0,0,1,0,0,20.55
1166,0,0,0,5,1,0,0,1,2,53.8
1641,0,1,0,72,1,1,2,1,1,87.1
6341,0,0,0,13,1,0,0,1,2,100.35
2772,0,1,1,67,1,1,2,0,0,74.0
2660,0,0,1,13,1,0,0,1,0,52.1
396,1,1,0,33,1,1,0,1,1,109.9
5275,0,0,0,11,0,0,0,0,2,53.75
712,0,0,0,58,0,0,2,1,0,24.7
5489,0,0,1,11,0,0,0,0,2,25.2
4562,0,1,1,71,1,1,2,0,1,114.6
3651,1,1,0,70,0,0,2,1,0,19.55
5577,0,0,0,51,0,0,1,0,2,19.1
5449,0,1,1,67,0,1,2,0,1,103.15
6,0,0,1,22,0,0,0,1,0,89.1
5575,0,1,1,70,1,1,1,0,1,78.35
812,0,1,0,42,0,0,2,0,2,25.25
3891,0,1,0,42,1,0,1,0,0,56.1
5359,1,0,0,10,0,1,0,1,2,29.65
4952,0,0,0,2,1,0,0,0,2,100.2
727,0,1,1,5,0,0,0,1,2,80.85
271,0,1,0,57,1,1,2,1,2,59.75
5846,0,0,0,3,0,0,0,0,2,76.1
4649,0,1,0,72,1,1,2,1,0,108.95
3737,0,0,0,5,0,0,0,1,2,50.6
3901,0,1,0,67,0,1,2,1,1,111.3
4464,0,0,0,12,1,0,0,0,1,81.7
3875,1,1,1,41,0,1,1,1,2,111.95
4927,0,1,0,30,0,0,2,0,2,19.05
6339,0,0,1,1,0,1,0,1,2,49.9
1070,0,0,0,2,0,0,0,0,1,69.75
5830,0,0,1,30,0,0,1,0,1,25.35
4704,0,0,0,1,1,0,0,0,2,61.15
2839,0,1,1,41,0,0,2,0,1,19.3
3964,0,1,1,68,1,1,2,0,0,111.75
6319,1,1,0,54,0,0,0,1,1,24.95
4423,0,0,0,33,0,0,0,1,0,66.4
1827,0,1,1,45,1,0,0,1,1,50.9
3205,0,1,1,72,1,1,2,1,1,117.6
1376,0,0,0,5,0,0,1,1,2,70.0
5002,0,1,1,69,1,0,2,1,0,43.95
2155,0,1,0,30,0,0,0,1,2,85.0
6185,0,1,0,50,1,0,1,1,2,103.95
4044,0,1,0,70,0,1,2,1,1,84.8
5258,0,0,0,69,0,1,1,1,1,104.7
628,1,0,0,72,0,1,2,0,2,111.65
878,0,0,0,60,1,1,1,0,2,64.75
4403,0,1,1,32,0,0,0,0,1,62.45
2287,1,1,0,69,0,1,2,1,1,108.4
4327,0,0,0,7,0,0,0,1,2,69.9
1468,0,0,0,62,1,0,1,1,1,92.3
6737,0,1,0,63,0,1,2,1,1,109.25
1998,0,1,0,2,0,0,0,0,2,44.6
4442,0,0,0,3,0,0,0,1,2,78.5
1087,0,0,0,32,1,1,0,0,1,87.65
4181,0,1,0,62,0,0,0,1,2,101.35
350,0,1,1,37,1,1,2,1,0,62.8
6623,1,0,0,1,0,0,0,1,2,76.45
4281,0,0,0,50,1,0,0,1,2,35.0
4375,0,0,0,66,1,1,1,1,1,114.3
5291,0,1,0,68,0,0,1,0,0,86.45
4307,1,0,0,37,0,0,0,1,2,96.55
4545,0,0,0,1,0,0,0,0,1,44.15
2981,0,0,0,67,0,0,2,0,1,20.5
6345,1,0,0,2,0,0,0,1,0,56.55
5591,0,0,0,4,0,0,0,1,2,88.45
5365,0,0,1,62,0,0,2,0,1,20.0
2890,1,1,1,47,0,0,0,0,1,70.55
6066,0,0,0,2,0,0,0,0,2,94.95
2336,0,1,0,17,0,0,0,1,1,70.4
302,0,0,0,4,0,1,0,1,2,90.4
3515,0,0,0,17,1,0,0,1,0,55.5
3303,0,0,0,4,0,0,0,0,1,77.95
817,0,1,1,55,0,1,1,1,1,103.7
182,0,0,0,8,0,0,0,0,1,84.5
1270,0,1,1,63,0,0,2,0,0,24.65
1797,0,0,0,30,0,0,2,0,0,19.4
16,0,0,0,52,0,0,1,0,2,20.65
4071,0,0,0,16,1,0,0,1,2,38.9
4629,0,0,0,13,0,0,0,1,2,19.3
4634,0,0,0,2,0,0,0,0,1,18.75
145,0,1,1,65,1,1,2,1,0,99.05
5321,0,1,0,69,1,1,1,1,0,106.4
619,0,0,0,7,0,0,0,1,1,78.55
797,0,1,1,20,0,0,0,1,1,25.55
5452,0,1,1,37,1,0,1,0,1,75.1
484,0,1,1,8,0,0,0,1,2,83.55
5500,0,1,1,60,1,0,2,0,1,60.5
5012,0,0,0,12,0,0,0,0,2,20.1
2392,0,0,0,20,0,0,0,1,0,90.7
3435,0,0,0,2,0,0,0,1,0,71.3
5247,0,0,0,27,0,0,0,1,2,94.55
2551,0,0,0,12,0,0,0,0,1,19.45
5847,0,0,0,62,0,0,1,1,1,94.0
5808,0,1,0,72,0,1,2,1,2,108.4
2881,0,1,0,31,1,1,1,1,2,64.0
2228,1,1,0,70,0,1,2,1,1,104.45
2966,1,0,0,14,0,0,0,1,2,46.35
2736,1,1,0,60,0,0,0,0,2,89.45
3841,1,1,0,36,0,0,0,1,2,96.5
4579,0,0,0,31,0,0,0,1,2,81.15
1957,0,1,0,46,1,0,0,0,2,53.1
2024,0,0,0,12,0,0,1,0,2,95.7
3382,0,1,1,72,0,0,2,0,0,25.55
732,0,1,1,25,0,0,0,1,2,75.5
1924,1,1,1,22,0,0,0,0,1,85.35
4645,0,1,0,33,0,0,0,1,2,104.4
600,0,0,0,16,0,1,0,1,0,74.55
3379,0,0,0,2,0,0,0,0,2,19.3
3211,0,0,0,17,0,0,1,0,0,20.05
2253,1,1,0,72,1,1,2,0,1,74.4
6968,1,0,0,22,0,0,0,1,1,74.4
2349,0,1,1,72,0,1,2,0,1,90.45
1403,0,0,0,8,0,0,0,1,2,66.25
4110,0,1,0,70,1,1,2,0,2,67.95
974,0,1,1,59,0,1,2,1,0,75.95
5283,0,0,1,19,0,1,0,0,2,48.8
6787,0,1,1,35,0,1,0,1,2,109.95
279,0,0,0,5,0,0,0,0,1,50.55
3924,0,1,1,48,0,0,1,1,2,82.05
157,0,1,1,22,0,0,1,0,2,20.15
5895,0,1,1,39,0,0,0,1,2,59.85
3203,0,1,0,72,1,1,2,0,1,88.05
3988,0,0,0,51,1,1,1,1,0,81.15
6952,0,0,0,48,0,0,0,1,1,107.4
2277,0,0,0,65,0,1,0,1,2,109.15
1094,0,1,1,41,0,0,1,0,1,68.5
417,0,1,1,40,0,0,2,1,2,24.8
6145,0,1,1,67,1,1,2,0,0,54.2
5623,0,0,0,40,0,1,0,1,2,51.1
6245,0,1,0,59,0,1,1,1,2,80.1
6786,0,0,0,11,1,0,0,0,0,48.55
4087,0,0,0,10,0,0,0,1,2,20.9
5646,0,0,1,1,0,0,0,0,2,19.25
1499,1,1,0,64,0,0,0,1,2,94.25
2995,0,0,0,1,0,0,0,0,1,25.25
2430,0,0,0,30,1,0,2,1,2,55.65
2209,0,1,0,8,0,0,0,1,1,19.55
3653,0,1,0,38,1,1,2,1,1,60.0
4482,0,0,0,7,0,0,0,1,2,74.9
1445,0,0,0,20,0,1,0,1,2,98.55
1429,0,1,1,45,0,0,2,0,2,24.45
4926,0,1,0,62,0,1,2,1,0,60.15
118,0,0,0,41,0,0,2,0,2,20.65
4677,0,1,0,10,0,1,0,1,2,99.85
5529,0,0,0,2,0,0,0,0,2,20.05
2191,1,0,0,1,0,0,0,1,2,91.3
702,0,0,0,29,0,0,0,1,2,84.9
2011,0,1,1,53,1,1,0,0,2,85.7
7037,0,0,0,72,0,0,2,1,1,21.15
3872,0,1,1,9,0,1,0,0,2,103.1
935,1,1,0,4,0,0,0,1,2,83.25
1817,1,1,0,72,0,0,2,0,1,98.35
2527,0,0,0,9,0,0,0,1,2,83.3
4819,0,0,1,53,0,0,2,0,1,19.75
1726,0,1,0,30,0,0,0,0,2,49.9
6608,0,0,0,22,0,1,1,1,0,55.15
1494,0,1,1,8,0,0,1,1,2,19.75
5596,0,0,0,65,0,0,2,0,1,26.5
2515,0,0,0,64,1,1,2,1,1,115.1
1860,0,1,1,71,0,0,2,0,2,19.45
4932,0,1,1,27,1,0,1,1,0,80.65
4417,0,0,1,1,0,0,0,1,2,70.45
500,0,0,0,34,1,1,1,0,0,116.25
6956,1,0,0,67,1,1,2,1,1,64.55
4538,0,0,0,3,0,1,0,0,2,85.8
107,0,0,0,32,1,0,1,0,2,30.15
1978,0,0,0,57,0,1,2,0,2,69.75
6973,1,1,0,53,0,1,1,1,2,94.0
1447,0,0,1,4,0,1,0,0,0,80.8
889,0,1,1,63,1,0,0,1,2,100.55
6926,0,0,0,56,0,0,0,1,2,73.85
6247,0,0,0,60,0,0,2,1,2,89.55
6669,1,0,0,35,1,0,0,1,2,99.05
3243,0,0,0,19,0,0,0,1,2,39.7
2516,1,0,0,16,0,0,0,1,2,96.4
904,0,1,1,67,1,0,2,0,0,81.35
4609,0,1,1,25,0,1,1,1,2,55.1
3328,0,0,0,1,0,0,0,1,2,70.25
4755,0,1,0,33,0,0,0,0,2,91.25
994,0,0,0,13,0,0,2,0,0,20.0
3244,0,0,0,10,1,0,0,1,0,54.5
4152,0,1,0,65,1,1,2,0,1,76.15
5056,0,1,1,72,1,1,2,0,0,84.7
261,1,0,0,13,0,0,0,1,2,106.9
6415,0,1,0,58,1,0,1,1,2,45.35
6202,0,1,1,21,1,1,1,0,2,77.5
749,0,0,0,63,0,1,1,1,0,90.05
4552,0,0,0,9,0,0,0,1,0,20.45
1299,0,1,0,11,0,0,0,1,2,44.05
2577,0,0,0,1,0,0,0,1,2,94.6
3173,0,1,0,17,0,0,1,0,2,19.35
1136,0,1,1,63,0,0,2,0,0,20.0
3062,1,1,0,24,0,1,0,0,2,34.25
2675,0,1,1,42,0,0,2,0,2,20.7
3746,0,1,0,1,0,0,0,1,2,68.95
6683,0,0,0,43,0,1,1,0,2,44.15
3124,0,1,1,68,1,1,2,0,1,82.85
1458,0,0,0,1,0,0,0,0,2,20.55
2559,0,1,0,72,1,1,2,1,2,115.55
6205,0,1,0,42,0,0,0,1,1,95.25
3973,0,1,1,43,1,1,1,1,0,60.4
2393,0,1,1,33,1,0,1,1,2,103.7
53,1,1,0,8,0,0,0,1,0,80.65
6666,1,1,0,27,0,1,0,0,2,83.85
3492,0,0,0,3,0,0,0,0,2,29.2
497,0,1,0,70,0,0,2,0,1,19.8
2486,0,1,1,28,0,1,1,1,2,90.45
2712,0,0,0,8,1,0,0,0,2,29.35
6569,0,1,1,8,0,0,2,0,2,19.5
3472,1,0,0,56,0,0,0,0,2,104.75
1311,0,1,1,42,0,0,1,1,0,45.1
3950,1,0,0,49,0,0,0,1,2,96.2
4068,0,1,1,14,0,0,1,1,2,19.5
1182,0,0,0,57,1,0,0,1,2,53.75
1577,0,1,1,17,0,1,1,0,1,98.6
4320,0,1,0,71,0,0,1,0,2,20.85
6747,0,1,0,52,1,0,1,0,2,35.45
3523,0,1,0,72,1,1,2,0,0,112.1
3860,0,0,1,19,0,0,0,1,0,25.35
818,0,1,0,21,0,1,0,1,2,111.2
6476,0,1,1,53,1,1,1,0,1,64.15
486,0,0,0,15,0,0,0,1,2,100.15
6211,0,1,1,5,0,1,0,1,2,85.75
1103,0,1,1,54,0,1,1,1,2,105.2
5849,0,1,0,63,0,0,2,1,1,19.95
2138,0,1,1,54,1,1,2,0,1,69.95
6706,0,0,0,1,0,0,0,0,2,19.9
100,0,0,0,1,0,0,0,0,2,20.2
3597,0,1,0,25,0,1,0,1,0,95.7
1693,0,1,0,72,1,1,2,0,0,114.45
1645,1,0,0,42,0,0,0,1,2,84.65
1034,0,1,0,71,1,1,2,0,1,81.85
330,0,1,1,35,0,0,2,1,2,19.85
5840,0,1,1,61,1,0,1,1,1,49.7
3171,0,0,0,21,0,0,2,1,0,20.85
5216,0,1,0,48,0,0,1,0,2,34.7
5093,0,0,0,49,0,1,2,1,1,66.15
37,0,0,0,46,0,0,0,1,0,74.8
3163,1,0,0,39,0,0,0,0,2,90.7
794,0,0,0,6,0,0,0,0,0,45.0
1608,0,0,0,17,0,0,1,1,2,20.1
6231,1,1,0,1,0,0,0,1,2,76.4
3483,0,0,0,18,0,0,0,0,2,77.8
3117,1,1,1,70,0,1,1,1,2,107.9
6998,0,0,0,13,0,0,0,1,2,80.5
4419,0,1,1,8,0,0,0,0,0,21.05
2930,0,1,1,31,0,0,2,0,2,25.75
3325,0,0,0,4,0,0,0,1,2,85.65
4144,0,0,0,21,1,0,0,0,2,103.85
3747,0,1,1,4,0,1,0,1,2,58.5
4535,0,1,1,30,0,0,0,1,2,100.05
2716,0,1,0,19,0,0,0,0,2,44.9
4365,0,1,0,63,0,1,2,0,0,79.8
3269,0,0,0,65,0,0,1,0,0,24.8
3784,1,0,0,35,0,0,0,1,2,101.4
5458,0,0,0,7,1,0,0,1,2,51.0
1874,0,1,0,43,1,1,2,0,0,86.45
5120,0,1,1,7,1,0,1,1,2,49.75
4242,0,0,0,1,0,0,0,0,2,19.75
3774,1,1,1,52,0,0,1,1,2,80.85
3936,0,0,0,9,1,1,0,1,1,68.25
5906,1,0,0,14,0,0,0,1,2,78.95
6208,0,1,0,61,1,1,2,1,1,80.8
5423,0,0,0,13,0,0,0,1,2,80.85
6504,0,0,0,3,0,0,0,0,2,79.25
2496,0,0,0,18,0,0,2,0,0,20.05
4925,0,1,0,64,1,1,1,1,2,108.5
1830,0,0,1,32,0,0,2,0,2,20.5
582,1,0,0,4,0,0,0,1,2,89.2
4498,0,1,1,11,0,0,1,1,2,20.0
4293,0,0,0,14,0,0,0,1,2,89.8
67,0,0,0,31,0,1,2,0,2,79.2
3612,0,0,0,21,0,0,0,1,2,73.7
6779,0,0,1,29,1,1,0,1,2,45.0
